1	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	1	0.514
1	1	0.514
0	1	0.514
1	1	0.514
1	0	0
1	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
1	0	0
0	1	0.514
0	0	0
0	1	0.514
0	0	0
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
1	1	0.514
1	1	0.514
1	1	0.514
1	1	0.514
1	1	0.514
0	1	0.514
1	1	0.514
1	1	0.514
0	1	0.514
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1	0.514
0	1	0.514
0	1	0.514
0	1	0.514
